t,theta_history,theta_dot_history,theta_ddot_history,m_history,v_history
0,-1.5,-0.0,,0.0,0.0
1,-1.5,0.4082496465137576,,-0.0324745682820937,0.05283014465185424
2,-1.4991835007069725,0.5345256031065307,,-0.06485031162861926,0.1055393952790788
3,-1.4981144495007594,0.6123766021572609,,-0.09709075734770198,0.15800887165476082
4,-1.4968896962964449,0.6666706528682752,,-0.1291832852141065,0.21019740963517203
5,-1.4955563549907083,0.7071089757470606,,-0.16111855899959507,0.2620746886429251
6,-1.494142137039214,0.738547476095905,,-0.19289038837686084,0.3136207204971908
7,-1.4926650420870222,0.7637554082584169,,-0.2244941293921885,0.36482063275872956
8,-1.4911375312705053,0.7844493675723953,,-0.25592629340391604,0.415663373223578
9,-1.4895686325353605,0.8017582366752186,,-0.28718418027475073,0.46614050438488036
10,-1.4879651160620102,0.8164583252052102,,-0.31826568127950816,0.5162455511456945
11,-1.4863321994115999,0.8291026418288127,,-0.3491691358456645,0.5659735267905275
12,-1.4846739941279423,0.8400965915205539,,-0.3798932339392343,0.6153206089544553
13,-1.4829938009449013,0.8497445608799923,,-0.41043694458679414,0.6642839019857717
14,-1.4812943118231414,0.8582797704546008,,-0.440799462946186,0.712861260604392
15,-1.4795777522822322,0.8658840593613779,,-0.47098017001738496,0.7610511554375401
16,-1.4778459841635094,0.872701377387932,,-0.500978601452236,0.8088525687374954
17,-1.4761005814087336,0.8788472149576609,,-0.5307944229942535,0.8562649121297238
18,-1.4743428869788182,0.8844153367601756,,-0.560427410865594,0.9032879608232866
19,-1.4725740563052978,0.88948268164696,,-0.5898774359044552,0.9499218003198249
20,-1.4707950909420038,0.8941129884700258,,-0.6191444505912271,0.9961667827632065
21,-1.4690068649650638,0.8983595197286653,,-0.6482284783295298,1.0420234908249753
22,-1.4672101459256064,0.9022671353786774,,-0.6771296045094632,1.0874927075540683
23,-1.465405611654849,0.9058738913304434,,-0.7058479689947295,1.1325753909980056
24,-1.4635938638721881,0.909212285415766,,-0.7343837597594275,1.1772726526817805
25,-1.4617754393013567,0.9123102385489734,,-0.7627372074607004,1.2215857392310585
26,-1.4599508188242587,0.9151918746535032,,-0.7909085807807595,1.265516016583681
27,-1.4581204350749517,0.9178781460213953,,-0.8188981824052117,1.3090649563444856
28,-1.456284678782909,0.9203873387750023,,-0.8467063455324495,1.3522341239312168
29,-1.454443904105359,0.9227354844709745,,-0.874333430828014,1.3950251682230124
30,-1.452598433136417,0.924936697605656,,-0.9017798237554123,1.4374398124816776
31,-1.4507485597412058,0.9270034541576461,,-0.929045932226142,1.4794798463534877
32,-1.4488945528328905,0.9289468228641914,,-0.9561321845225068,1.5211471187955474
33,-1.4470366591871622,0.9307766583453311,,-0.9830390274541635,1.562443531795245
34,-1.4451751058704716,0.9325017632323449,,-1.009766924716608,1.6033710347757644
35,-1.443310102344007,0.9341300249607246,,-1.0363163554242278,1.643931619595372
36,-1.4414418422940856,0.9356685317351234,,-1.062687812795392,1.6841273160644417
37,-1.4395705052306154,0.9371236712789599,,-1.088881802969534,1.723960187912509
38,-1.4376962578880574,0.9385012152815457,,-1.1148988439410321,1.7634323291540182
39,-1.4358192554574944,0.9398063919051454,,-1.1407394645949636,1.8025458608022107
