t,theta_history,m_history,v_history
0,-1.5,0.0,0.0
1,-1.5,-0.16201630407752723,0.2649965240520371
2,-1.4929288190253631,-0.3209143336023449,0.5248357076023977
3,-1.484763939150547,-0.47539976950451424,0.7753216896452022
4,-1.4761046538795948,-0.6253693276011245,1.0161646418953683
5,-1.4671629355712688,-0.7707544265498241,1.2472050591433976
6,-1.4580391159813677,-0.9115692620938963,1.468551319208611
7,-1.448788909231085,-1.0478493144423908,1.680380654743329
8,-1.4394466513651931,-1.179647860503601,1.8829240902063666
9,-1.430035138716288,-1.3070279651987868,2.076440025127466
10,-1.420570389436604,-1.430059103440361,2.2612024228061367
11,-1.4110641786236078,-1.5488153500155655,2.4374947014437156
12,-1.4015254904565295,-1.663372101768185,2.6055984316722043
13,-1.3919613976237102,-1.7738093120534495,2.7658047873069376
14,-1.3823776223441884,-1.8802071223692303,2.9183992933309764
15,-1.3727789044342973,-1.9826439945763328,3.0636555983158735
16,-1.363169251280206,-2.0812015948111093,3.201852592044209
17,-1.3535521156285257,-2.175962367494241,3.333266265601084
18,-1.3439305223526625,-2.2670074510287606,3.4581625063809143
19,-1.3343071600194418,-2.3544166728162645,3.576796833946246
20,-1.324684448443773,-2.438270268206955,3.689420997502242
21,-1.3150645912583994,-2.518648078999308,3.7962803619366965
22,-1.3054496159045312,-2.5956295346902913,3.8976139614688385
23,-1.2958414046376894,-2.6692936549272894,3.9936547349801215
24,-1.286241718950158,-2.7397189173135943,4.084629261520196
25,-1.2766522188958715,-2.806982976502462,4.170756913617098
26,-1.2670744783284102,-2.8711619909924533,4.252247360031766
27,-1.2575099963778784,-2.9323312677484275,4.329303290603161
28,-1.2479602073287273,-2.9905654115595905,4.402121162118665
29,-1.2384264887751928,-3.0459382114428957,4.470890962472538
30,-1.2289101682007162,-3.098522497329104,4.535795888575227
31,-1.2194125282766075,-3.148390129277558,4.597012496118723
32,-1.2099348111962407,-3.195612096912323,4.654711271264802
33,-1.2004782223261874,-3.2402585459182416,4.709056919635839
34,-1.1910439332419362,-3.282398648194417,4.7602080841192755
35,-1.1816330841456784,-3.3221004207950346,4.808316743426285
36,-1.1722467855948586,-3.359430751251125,4.853528544984591
37,-1.162886119956528,-3.3944555792656512,4.895983692494735
38,-1.1535521427435687,-3.427240039217174,4.935817746386881
39,-1.144245883902124,-3.4578482036221097,4.973160761389081
40,-1.134968348604147,-3.4863428707379382,5.008136502765617
41,-1.1257205175503895,-3.5127857408265806,5.040863335520667
