t,theta_history,theta_dot_history,theta_ddot_history,m_history,v_history
0,-1.5,-0.0,,0.0,0.0
1,-1.5,0.4082496499463571,,-0.03246787395832516,0.052808365143795284
2,-1.4999591750350054,0.5345260265724531,,-0.06486917955898303,0.10560064939589332
3,-1.4999057224323482,0.6123784823812322,,-0.09720221242781663,0.15837087909918832
4,-1.4998444845841101,0.6666753771888009,,-0.12946645745227722,0.2111169409832151
5,-1.4997778170463913,0.7071182348219676,,-0.16166156118630087,0.26383724539654496
6,-1.4997071052229092,0.7385631760500073,,-0.19378732571090418,0.31653070706825737
7,-1.4996332489053041,0.763779627244472,,-0.22584362894858837,0.3691964867050623
8,-1.4995568709425797,0.7844843189076164,,-0.257830405413836,0.4218339287349556
9,-1.499478422510689,0.8018062435221588,,-0.28974762804909393,0.4744425025024475
10,-1.4993982418863367,0.8165218011497665,,-0.32159529851661794,0.5270217708740115
11,-1.4993165897062217,0.8291840762331582,,-0.35337344014168004,0.5795713674223997
12,-1.4992336712985983,0.8401985381437042,,-0.3850820931163476,0.6320909809292387
13,-1.499149651444784,0.8498696289466557,,-0.4167213109920374,0.6845803440567362
14,-1.4990646644818892,0.8584306175381801,,-0.44829115808682024,0.7370392249779163
15,-1.4989788214201354,0.8660633856462705,,-0.4797917075148906,0.7894674210181604
16,-1.4988922150815707,0.872911920991144,,-0.5112230396634524,0.8418647537426406
17,-1.4988049238894716,0.8790917480754646,,-0.5425852409951957,0.8942310650955178
18,-1.498717014714664,0.884696662464481,,-0.573878403093443,0.9465662143227551
19,-1.4986285450484176,0.8898036311988121,,-0.605102621891046,0.9988700754880628
20,-1.4985395646852977,0.8944764190486788,,-0.6362579970406633,1.0511425354450195
21,-1.4984501170433928,0.8987683124975447,,-0.667344631395268,1.1033834921647458
22,-1.498360240212143,0.9027241938267339,,-0.6983626305756903,1.155592853344186
23,-1.4982699677927602,0.9063821398402526,,-0.7293121026076183,1.2077705352382533
24,-1.4981793295787762,0.9097746680196774,,-0.7601931576146261,1.2599164616724827
25,-1.4980883521119743,0.9129297178421643,,-0.7910059075567583,1.3120305632023908
