t,theta_history,theta_dot_history,theta_ddot_history,m_history,v_history
0,2.0,-0.0,,0.0,0.0
1,2.0,-0.4082496504031592,,0.19580756676391575,1.9206753441324176
2,1.9999183500699194,-0.5345260165331847,,0.3912073533982076,3.8406418919986605
3,1.9998114448666127,-0.6123784397345936,,0.5861822548326322,5.759548276150576
4,1.9996889691786657,-0.6666752744347124,,0.7807267670682501,7.677270243480201
5,1.9995556341237788,-0.7071180399016254,,0.9748369644096898,9.593714372799214
6,1.9994142105157984,-0.7385628538677292,,1.1685104394034926,11.508816932520293
7,1.9992664979450248,-0.7637791403760716,,1.3617455255608,13.422528677186643
8,1.9991137421169496,-0.784483628172346,,1.554541109535828,15.334811181283518
9,1.9989568453913151,-0.8018053083611029,,1.74689645392144,17.24563337785464
10,1.9987964843296429,-0.8165205799075328,,1.938811102525325,19.154969709822353
11,1.9986331802136614,-0.8291825263651122,,2.1302848115155024,21.062798786485082
12,1.9984673437083884,-0.8401966163736858,,2.3213175026192268,22.969102470783483
13,1.9982993043851136,-0.8498672913885881,,2.5119092288960805,24.87386521204802
14,1.998129330926836,-0.8584278197915067,,2.7020601494360164,26.77707355294574
15,1.9979576453628776,-0.8660600828718582,,2.891770510127921,28.678715754870705
16,1.9977844333463033,-0.8729080679724236,,3.0810406287938026,30.578781508487342
17,1.9976098517327088,-0.8790872992682346,,3.2698708834999843,32.47726170622173
18,1.9974340342728552,-0.8846915720378862,,3.458261703236252,34.374148260910715
19,1.9972570959584475,-0.8897978530693764,,3.64621356038811,36.26943395939182
20,1.9970791363878335,-0.8944699069088033,,3.833726964588661,38.163112342968354
21,1.9969002424064517,-0.8987610198395551,,4.020802457646242,40.05517760882295
22,1.9967204902024838,-0.9027160739633145,,4.207440609321397,41.945624527965656
23,1.996539946987691,-0.9063731459219271,,4.393642013781748,43.834448376373906
24,1.9963586723585065,-0.9097647530498474,,4.579407286603646,45.721644876769865
25,1.9961767194078965,-0.9129188346901226,,4.764737062218449,47.60721014904482
26,1.9959941356409585,-0.9158595322510379,,4.949631991724006,49.491140667783554
27,1.9958109637345083,-0.918607814675368,,5.134092740997874,51.3734332256526
28,1.9956272421715733,-0.9211819839952688,,5.3181199890621,53.25408490167636
29,1.9954430057747743,-0.9235980870156675,,5.501714426658622,55.133093033603224
30,1.995258286157371,-0.9258702528876961,,5.684876755002656,57.010455193727964
31,1.9950731121067935,-0.9280109717097361,,5.8676076846868925,58.88616916764047
32,1.9948875099124515,-0.9300313258543319,,6.049907934714432,60.76023293547274
33,1.9947015036472806,-0.9319411831360804,,6.231778231641925,62.63264465528307
34,1.9945151154106533,-0.933749358978132,,6.41321930881785,64.50340264828506
35,1.9943283655388577,-0.9354637532383344,,6.594231905702974,66.3725053856691
36,1.99414127278821,-0.9370914662032319,,6.774816767262274,68.23995147680925
37,1.9939538544949693,-0.9386388973630864,,6.954974643418901,70.1057396586708
38,1.9937661267154967,-0.9401118298814188,,7.134706288562952,71.96986878627993
39,1.9935781043495204,-0.9415155031217988,,7.314012461108036,73.83233782411821
40,1.993389801248896,-0.9428546751584804,,7.4928939230899845,75.69314583833213
41,1.9932012303138642,-0.9441336768499452,,7.671351439802903,77.55229198966579
42,1.9930124035784942,-0.9453564587758722,,7.849385779468405,79.40977552703447
43,1.992823332286739,-0.9465266321136891,,8.026997712934133,81.2655957816647
44,1.9926340269603162,-0.9476475043492125,,8.204188013398687,83.11975216174451
45,1.9924444974594464,-0.9487221105678925,,8.380957456160038,84.97224414752759
46,1.9922547530373327,-0.9497532409523326,,8.557306818384584,86.8230712868354
47,1.992064802389142,-0.9507434650124955,,8.733236878895934,88.67223319094158
