t,theta_history,theta_dot_history,theta_ddot_history,m_history,v_history
0,2.0,1.0,-3069.1604526291126,0.0,0.0
1,2.0002,0.38616790947417745,-1940.9367935586556,0.03445968221184651,0.33777452048109396
2,2.000277233581895,-0.0020194492375537054,-1246.4577291718267,0.12217174490438006,1.1978611624414737
3,2.0002768296920475,-0.25131099507191906,-816.1894463190412,0.24553125379597945,2.4081865657082258
4,2.000226567493033,-0.41454888433572734,-547.363935492573,0.39270459978617867,3.853203683290368
5,2.000143657716166,-0.524021671434242,-377.5851723082852,0.5557379139696927,5.45532857375336
6,2.000038853381879,-0.5995387058958994,-268.889200591637,0.7292852593572858,7.162469479158097
7,1.9999189456406998,-0.6533165460142268,-198.11446186054638,0.9097536420761669,8.939650914799216
8,1.999788282331497,-0.6929394383863364,-151.08099542419717,1.094728269743032,10.76338878365235
9,1.9996496944438198,-0.7231556374711761,-119.0690976093225,1.2825862265336605,12.61791350648436
10,1.9995050633163256,-0.7469694569930407,-96.68672868271133,1.4722368107459953,14.492634287741701
11,1.999355669424927,-0.7663068027295833,-80.57614381194101,1.6629470150985641,16.380436824349395
12,1.999202408064381,-0.7824220314919718,-68.62808121393327,1.8542242360316354,18.27654060622344
13,1.9990459236580826,-0.7961476477347588,-59.5032434584557,2.0457374475323595,20.177731897207273
14,1.9988866941285357,-0.8080482964264506,-52.34007688340747,2.2372642262986036,22.081848903406676
15,1.9987250844692503,-0.8185163118031326,-46.57568762286668,2.4286551504436993,23.98743621695076
16,1.9985613812068896,-0.8278314493277065,-41.835610186782056,2.61980987381687,25.893512875139898
17,1.998395814917024,-0.8361985713650635,-37.86558881266533,2.8106610465558344,27.79941667323583
18,1.998228575202751,-0.8437716891275975,-34.4890780062701,3.001163508377954,29.704699653900114
19,1.9980598208649256,-0.8506695047288522,-31.580551022040382,3.191287025181281,31.60905794286604
20,1.99788968696398,-0.8569856149332611,-29.048572382825764,3.3810114067823163,33.51228463569728
21,1.9977182898409933,-0.8627953294098271,-26.824937613819877,3.570323224826726,35.41423815556892
22,1.9975457307751114,-0.868160316932592,-24.857610538413287,3.759213606082116,37.31482099526618
23,1.997372098711725,-0.8731318390402757,-23.106058347554193,3.947676748465494,39.21396542977739
24,1.997197472343917,-0.8777530507097876,-21.538116362611824,4.135708922833307,41.111623908661855
25,1.997021921733775,-0.882060673982311,-20.127840564375887,4.323307801290307,43.00776259080247
26,1.9968455095989786,-0.8860862420951874,-18.854006874357896,4.510472005003783,44.902356989733796
27,1.9966682923505594,-0.8898570434700602,-17.699040576273806,4.6972007996059295,46.795389036992795
