t,theta_history,m_history,v_history
0,2.0,0.0,0.0
1,2.0,0.5557548562422674,5.455661413378447
2,1.99893083956808,1.4718702639891608,14.485449588822947
3,1.9985743730074959,2.4275554961145973,23.965824483937517
4,1.997340217428689,3.3793976781651156,33.480437567438926
5,1.9968907681048467,4.320994797299867,42.96197759417335
6,1.9955972021233968,5.2519900861319035,52.40964631851644
7,1.995106522604378,6.171921552292004,61.81353617547789
8,1.993782666694373,7.081269532180663,71.18111504595227
9,1.993268790597063,7.9797007532101745,80.50393292812491
10,1.9919266068190031,8.867725959412597,89.78991227998839
11,1.9913978859181802,9.74501077838016,99.03061814624081
12,1.9900434416101527,10.61206180084948,108.23387931919136
13,1.9895044253473908,11.46860382640599,117.39253450886854
14,1.988141221536707,12.315115567397154,126.51387085011129
15,1.9875946630875192,13.151248719094264,135.58927457265926
16,1.986224904927745,13.977548094939335,144.62741864443558
17,1.9856725986976638,14.793721862826896,153.62087624128787
18,1.9842977663553103,15.600245594602363,162.57695209022333
19,1.9837409482812067,16.39678913329231,171.48750542496674
20,1.9823620850909618,17.18389524728121,180.3611309406592
21,1.9818016436848005,17.961229138643297,189.18975909763589
22,1.980419513369549,18.72933320450093,197.98203958340798
23,1.9798561104110206,19.48779706843596,206.7282312798127
24,1.9784712899148933,20.237220135830064,215.43835125926034
25,1.9779054322445817,20.977233297322822,224.10347097779612
26,1.9765183690646104,21.708392779788053,232.7327606513575
27,1.9759504540298232,22.430278151294424,241.31618137370447
28,1.9745615026224397,23.14328275325595,249.85960464954638
29,1.9739918486194046,23.847617776948717,258.3673580767465
30,1.9726012989898698,24.544253219511248,266.855389180775
31,1.972030162007366,25.230153792752525,275.2570147003857
32,1.9706382382544858,25.90537955905548,283.57630514879884
33,1.970065843939228,26.578116004607118,291.9880828989899
34,1.9686727606020096,27.245247223894932,300.4153735507776
35,1.968099270698347,27.892705678188367,308.55922673104385
36,1.966705193677422,28.534551520883838,316.7137688526099
37,1.9661307616821506,29.174891332722694,324.97002284201614
38,1.9647357925577782,29.80032360235727,333.0535602826205
39,1.9641605898835166,30.42404501654687,341.22716890610656
40,1.9627648766723853,31.039244143636903,349.3498226592204
41,1.9621889902037415,31.64149741466362,357.32859870232244
42,1.9607926739957489,32.24283988609519,365.3998831507811
43,1.960216169777109,32.828525585667784,373.2723070225543
44,1.9588193386278803,33.41165237826486,381.20110948726
45,1.9582423122173016,33.985595241402315,389.05991813062025
46,1.9568450176811896,34.5504930042445,396.8485338293001
47,1.9562675800137797,35.112857611906946,404.6945437737758
48,1.9548698734757406,35.66191764488471,412.3877245989948
49,1.9542921176155468,36.21070857571606,420.1780886800657
50,1.9528940653876223,36.74654508235129,427.8208453665609
51,1.9523160547375107,37.279775874963775,435.51137508491666
52,1.950917735437207,37.80386372017776,443.1241626241362
53,1.950339509266365,38.320836409556875,450.6945498744574
54,1.9489410010330577,38.83317443133156,458.26937282672503
55,1.9483625895853385,39.33460488840798,465.72782189329945
56,1.946963960760149,39.834488502844195,473.2443548053022
57,1.9463853955997203,40.321735992341,480.6118437015784
58,1.944986699977579,40.808660168206046,488.0570435159779
59,1.9444080198614722,41.282806090536916,495.3473804825011
60,1.943009295836626,41.755533906241546,502.6911887011488
61,1.942430547909115,42.2181746694748,509.93639154181903
62,1.9410318302483194,42.67896388450789,517.228411037572
63,1.9404530608305837,43.12877952925385,524.3776091188888
64,1.9390543565680418,43.570615380352265,531.4522005499047
65,1.9384756300071129,44.01398081384661,538.6780401372322
66,1.9370769878321337,44.45303649731803,545.9061002834505
67,1.9364983310213641,44.87575542733358,552.8309724052509
68,1.9350997517239508,45.288373077716415,559.6429877619838
69,1.934521222077451,45.71389778964687,566.8409566907568
70,1.9331227111143618,46.12328582859998,573.808753166325
71,1.9325443712077237,46.52712476360705,580.7184148183492
72,1.9311460168164436,46.92848932394156,587.6653778769144
73,1.9305678348730182,47.31945494387755,594.4453950994289
74,1.9291696323610288,47.70090964873188,601.1225142958624
75,1.9285916691533362,48.089735780756726,608.0314709300815
76,1.9271936041136932,48.459945549386134,614.6568679705579
77,1.9266159282396438,48.83648865037677,621.4881053099534
78,1.9252180714626985,49.20389841787843,628.2173817602013
79,1.9246406619655956,49.56169829679053,634.8081492778626
80,1.9232430936021225,49.92140441279357,641.5058393291561
81,1.9226659198668083,50.26739053130775,647.9836980972699
82,1.9212686516226336,50.612234647556335,654.5047183444561
83,1.9206917516499658,50.95328043129509,661.019565563651
84,1.9192947614089573,51.284173890992975,667.4023798669658
85,1.9187182035123391,51.61834745276693,673.9249165655157
86,1.9173215057445512,51.941037910589344,680.2879014615113
87,1.916745317887158,52.26274688378466,686.7021694375534
88,1.9153489762305889,52.58073885917788,693.0986108133184
89,1.9147731357053908,52.887774810961524,699.3473285743516
90,1.9133772210610027,53.20016274000699,705.7452077646981
91,1.9128016993766992,53.49474768442176,711.8562237545932
92,1.9114062460957095,53.79675605759194,718.1496926239831
93,1.9108310506285175,54.083920918534815,724.2303813101431
94,1.909436063120582,54.37558767791186,730.4394319414928
95,1.9088612337351796,54.65595894309392,736.4690737197335
96,1.9074666715174884,54.930051429109106,742.4186561606467
97,1.90689228096194,55.20896379596059,748.5866428145443
98,1.9054981697343554,55.483532246086405,754.7235114019471
99,1.9049242402377342,55.74536427994622,760.5717200466828
100,1.903530564591451,55.99776355747904,766.2830035201457
101,1.9029571287320486,56.26370408139171,772.4362036089747
102,1.9015639405301479,56.52442029473003,778.5278738206891
103,1.9009909986971658,56.7639805810253,784.1836073781742
104,1.8995983952568856,57.014866968265856,790.0946159062962
105,1.8990258737515422,57.25138915669786,795.7848506350538
106,1.897633820452347,57.48730309370275,801.4828649531371
107,1.897061790706294,57.72109327594749,807.2729451228668
108,1.8956703264827988,57.95818879473201,813.1476912411136
109,1.8950987889574225,58.17445648524076,818.6424836899075
110,1.8937079785237358,58.404454171407004,824.431241357423
111,1.8931369004673426,58.6157205517,829.869671212616
112,1.891746680083157,58.826591211720796,835.3358065273853
113,1.8911761582420505,59.04221007648584,840.97414990705
114,1.889786458853082,59.242225509207934,846.3523724350598
115,1.8892165949207425,59.45140750862112,851.9748409599752
116,1.8878274560662807,59.650701644432075,857.455171046223
117,1.8872582389708457,59.84583143842334,862.8588236269518
118,1.8858697216538034,60.04020344606175,868.2997621847039
119,1.885301120063424,60.22815497169496,873.6115712112812
120,1.8839132103125795,60.40989649575704,878.8533964822024
121,1.8833452695064274,60.59734704376771,884.242430740203
122,1.8819579302391547,60.76917760245094,889.3793315528175
123,1.881390717019683,60.95156914671875,894.7662192277041
124,1.8800039731110196,61.1204215026176,899.936419148322
125,1.8794374863075123,61.29074822748836,905.1865931922205
126,1.878051443163223,61.46273014729707,910.5008049354363
127,1.8774856088286056,61.61834679293367,915.483162020693
128,1.8761003191433925,61.781811426951045,920.6325016121007
129,1.8755351061939913,61.933855500116536,925.6622888499687
130,1.8741506109031467,62.097265874127444,930.9339933651797
131,1.873586028840743,62.23983364363439,935.7088155441269
132,1.8722022398829472,62.37754540280976,940.4062925329571
133,1.8716383793580615,62.53217119695439,945.6534782629606
134,1.8702552961298073,62.6776420597336,950.7517393924381
135,1.869692215573926,62.81102833318899,955.4979313917989
136,1.8683098719381601,62.942850921561515,960.2525043548578
137,1.8677475345635635,63.08064813675937,965.2151413091158
138,1.8663659069906835,63.207723335300976,969.9887306376849
139,1.8658043730554947,63.33528085379578,974.8482921377309
140,1.864423568302085,63.46915330466485,979.8613976065342
141,1.863862764767255,63.58126116402408,984.3556209039098
142,1.8624827921542118,63.70011433049768,989.0144751892846
143,1.8619227288583255,63.82018433800911,993.7273610629252
144,1.860543464450814,63.92327888575931,998.1519364323998
145,1.8599842968787363,64.04525553913754,1003.0150486652121
146,1.858605734668581,64.14859601764256,1007.5780690665521
147,1.8580474966964557,64.25848818977914,1012.20680995682
148,1.856669684048731,64.35767638577141,1016.70291706364
149,1.8561123467705025,64.46409105404771,1021.2740294504304
150,1.854735245220026,64.55124007395258,1025.542772850307
151,1.8541788682083833,64.65907966289176,1030.2411852793218
152,1.852802469878603,64.74334360641313,1034.5391537996595
153,1.8522470832878517,64.8408616868631,1039.1301246717742
154,1.8508715121839683,64.93255621904244,1043.645727470991
155,1.8503170150967074,65.01350663406161,1047.9134012552795
156,1.8489423836886614,65.10471624140433,1052.4032641823198
157,1.8483886872500976,65.17990750201326,1056.571479386451
158,1.8470149978954995,65.26236568107714,1060.8978382677726
159,1.846462135387551,65.33967109897115,1065.109436063781
160,1.8450892909492724,65.40681670083778,1069.1400974751436
161,1.844537373366743,65.48738841093895,1073.5705763790595
162,1.8431654026711688,65.56043417013765,1077.890016635863
163,1.8426144441916013,65.62638168309306,1081.9315792311384
164,1.8412433581306271,65.6869194030944,1085.88595796457
165,1.8406933319042238,65.75591046347112,1090.20119592306
166,1.8393232163361615,65.82814434798568,1094.6030058322312
167,1.8387741077707318,65.87931289774893,1098.3554293963223
168,1.837404922230891,65.92992880514902,1102.1324399119624
169,1.8368567506967322,65.9969563030871,1106.3923753675665
170,1.8354884137381469,66.04457130419225,1110.2890328583612
171,1.834941308613223,66.10043002793643,1114.382322684959
172,1.8335739379890938,66.15584067036228,1118.4919737764224
173,1.83302779566276,66.19825930946216,1122.258512857057
174,1.8316614406791245,66.2457927534035,1126.1142000000723
175,1.831116213795364,66.28897552895042,1130.0355931899944
176,1.8297509271363614,66.3401533584351,1134.0686079474308
177,1.8292066040658244,66.37000760929007,1137.7374367468549
178,1.8278425008081653,66.4248001319428,1141.857482443001
179,1.8272989951661658,66.44874696951538,1145.305097214629
180,1.825936007105074,66.48607857124442,1148.990427600145
181,1.8253934053462122,66.52314692311317,1152.7567662370107
182,1.8240313705488482,66.54683150269082,1156.257777737832
183,1.8234898612804278,66.58586480035264,1160.1554446699768
184,1.8221287817016025,66.61250474520689,1163.8389398557129
185,1.8215883813391787,66.63966281154762,1167.4801118273847
186,1.8202283373108057,66.66697514298684,1171.1633384082647
187,1.8196889787289239,66.6902088518878,1174.68505585503
188,1.8183299387269989,66.70723546363438,1178.1209473792658
189,1.8177916693340983,66.73422833526318,1181.8005823843985
190,1.8164336091365718,66.7488922822219,1185.2751183238952
191,1.8158964833249052,66.76995692233291,1188.843319080887
192,1.814539438355455,66.78344575085832,1192.292798059249
193,1.8140034269802834,66.79878046408942,1195.804351591591
194,1.8126474726249977,66.81621058510241,1199.4135560436155
195,1.8121125489523473,66.82657894175667,1202.6333751477919
196,1.8107575553797761,66.82077354438773,1205.5905951181057
197,1.8102238252899956,66.84666303963692,1209.391250932054
198,1.8088697709120458,66.84837339629682,1212.790621086081
199,1.8083373297557976,66.85833679447668,1216.085049666548
200,1.8069842311888518,66.85053773850198,1219.0925038858757
201,1.8064530068254658,66.86289282467096,1222.7051204577253
202,1.8051010066727697,66.87088395697968,1226.2348415961085
203,1.8045709210414116,66.85940348793245,1229.2647278599845
204,1.8032202066535452,66.87126708232601,1232.746592953536
205,1.802691078930336,66.85903472224207,1235.6633290432346
206,1.801341552502988,66.85275416067333,1238.6639755564925
207,1.8008134939744826,66.85201729362421,1241.9918384038403
208,1.7994651131639827,66.84735851806897,1245.2157673516629
209,1.7989382156854048,66.836134314557,1248.2721119936425
210,1.7975910385195635,66.83155101050752,1251.4634949241504
211,1.7970652447652133,66.81900069982639,1254.434438114319
212,1.795719214972618,66.80384360522132,1257.355531310052
213,1.7951945904584696,66.79592339029323,1260.5256402283094
214,1.7938496983592094,66.781977623966,1263.592441896188
215,1.7933262893467339,66.76623230766656,1266.553843247492
216,1.7919825715360018,66.75097555865422,1269.5799545542575
217,1.791460357498213,66.73605199880467,1272.4621620097148
218,1.7901177066354292,66.70634760581112,1275.1273192809488
219,1.7895968014039716,66.70132125471699,1278.289831151608
220,1.7882551209411586,66.66593711386098,1280.9146653434443
221,1.7877356299282996,66.6553468717587,1284.1026706820635
222,1.7863950685283854,66.63402904481508,1287.1233531552703
223,1.7858768621159276,66.60435231169954,1289.8436874858269
224,1.784537589986597,66.58658590688376,1292.7923458730538
225,1.784020493830287,66.5531934943483,1295.4696211802545
226,1.7826825617335968,66.53422519334781,1298.410380304364
227,1.7821665813811882,66.50186873074841,1300.9799713481323
228,1.7808298627074457,66.46642396622985,1303.449213288371
229,1.7803151008950227,66.4421077979756,1306.458770082883
230,1.7789796643813058,66.41988249846106,1309.505826809249
231,1.7784661420460555,66.37972595411115,1311.848966794077
232,1.777131937572244,66.34067338968282,1314.2310878870935
233,1.776619635694859,66.31613171149935,1317.137183728553
234,1.7752866067526842,66.2785690429417,1319.8049197961313
235,1.7747756662645542,66.24477545917043,1322.3920538968696
236,1.7734438287572458,66.20342834298728,1324.8602878010727
237,1.772934198700552,66.17145389202321,1327.5532795458507
238,1.7716035587978307,66.1293202246179,1330.0134146411388
239,1.7710952393179933,66.0884900445542,1332.7048233449748
240,1.76976602556824,66.0645242471827,1335.6631087397093
241,1.769258838560984,66.00529590362991,1337.7524185513137
242,1.7679311325281613,65.97466642574507,1340.3329478878527
