t,theta_history,theta_dot_history,theta_ddot_history,m_history,v_history
0,-1.5,-1.0,61.38254808567625,0.0,0.0
1,-1.51,-0.3861745191432375,38.8182961307122,-0.0057655731943725115,0.009455910469411903
2,-1.5138617451914325,0.0020084421638844607,24.92848859586413,-0.020575908874152678,0.03397929245625454
3,-1.5138416607697935,0.2512933281225258,16.322385162416676,-0.041534534281307475,0.0689179560382966
4,-1.5113287274885683,0.41451717974669255,10.944617031472292,-0.06660037214921262,0.11083489526046518
5,-1.5071835556911013,0.5239633500614155,7.547292860340367,-0.09434137924247733,0.1572215779275059
6,-1.5019439221904871,0.5994362786648192,5.371182562616963,-0.12375625120693275,0.20626634433514407
7,-1.495949559403839,0.6531481042909887,3.9531106392141346,-0.15414683053515998,0.2566732289963973
8,-1.4894180783609292,0.6926792106831301,3.0095319913760843,-0.18502737682506443,0.30752317177710026
9,-1.482491286254098,0.7227745305968909,2.366100906937887,-0.21606050457103765,0.35816997427736547
10,-1.4752635409481292,0.7464355396662697,1.9150176573723332,-0.24701219400733604,0.4081635574908654
11,-1.4677991855514665,0.765585716239993,1.5891611246913318,-0.2777203421167398,0.45719409154252477
12,-1.4601433283890666,0.7814773274869063,1.3463733456520321,-0.30807285746402474,0.5050517180225738
13,-1.4523285551141976,0.7949410609434266,1.1598902088811647,-0.3379924445700531,0.5515977245115931
14,-1.4443791445047633,0.8065399630322383,1.012498133340074,-0.3674260552965408,0.5967440198908784
15,-1.436313744874441,0.8166649443656391,0.8929533664929323,-0.3963375841519855,0.6404385666226524
16,-1.4281470954307847,0.8255944780305683,0.7937781722050508,-0.4247028117809998,0.6826550560912265
17,-1.419891150650479,0.8335322597526188,0.7098971089387218,-0.4525059031333108,0.7233855898550121
18,-1.4115558280529528,0.8406312308420062,0.6377875439960423,-0.47973697909568613,0.762635482522929
19,-1.4031495157445326,0.8470091062819666,0.5749462038337283,-0.5063904286640786,0.8004195588880934
20,-1.394679424681713,0.8527585683203037,0.5195509079085392,-0.5324637318561423,0.8367595026894122
21,-1.38615183899851,0.8579540773993891,0.47024357214655144,-0.5579566350159532,0.8716819459586457
22,-1.377572298224516,0.8626565131208546,0.42598910759811925,-0.5828705695216192,0.9052170809493076
23,-1.3689457330933075,0.8669164041968359,0.3859822331428786,-0.6072082389246758,0.9373976420669702
24,-1.3602765690513392,0.8707762265282647,0.3495848517423461,-0.6309733229584855,0.9682581510531323
