t,theta_history,theta_dot_history,theta_ddot_history,m_history,v_history
0,-1.5,-1.0,3069.160468880933,0.0,0.0
1,-1.5002,-0.38616790622381336,1940.9368002024007,-0.005714177814105512,0.009287778565722287
2,-1.5002772335812447,0.002019453816666794,1246.4577125621436,-0.02025929825714058,0.03293925162035059
3,-1.5002768296904814,0.2513109963290956,816.1893900559589,-0.04071626071065196,0.06622353127471872
4,-1.5002265674912156,0.4145488743402874,547.3638223521496,-0.06512255607284997,0.10596266114381056
5,-1.5001436577163476,0.5240216388107173,377.5849856634426,-0.0921588690030361,0.15002205797299312
6,-1.5000388533885856,0.5995386359434058,268.8889253014142,-0.12093831401859956,0.19696802152520937
7,-1.4999189456613968,0.6533164210036887,198.11408471649995,-0.15086471715872296,0.24583760979237487
8,-1.4997882823771962,0.6929392379469888,151.08050527521067,-0.1815373313262263,0.29598403718674404
9,-1.4996496945296067,0.7231553390020308,119.06848527890124,-0.21268677729543553,0.3469728291638703
10,-1.4995050634618063,0.746969036057811,96.68598676986129,-0.2441319803563753,0.39851207902583846
11,-1.4993556696545949,0.7663062334117833,80.57526644093582,-0.2757512229161254,0.45040561352335123
12,-1.4992024084079125,0.7824212866999704,68.6270637755515,-0.30746268681648425,0.5025215451966779
13,-1.4990459241505725,0.7961466994550807,59.502082367709484,-0.33921137484686303,0.5547711578270268
14,-1.4988866948106814,0.8080471159286226,52.338769366331526,-0.370960320228817,0.6070947303434598
15,-1.4987250853874956,0.8185148698018888,46.57423153678164,-0.4026846782492865,0.6594520192927632
16,-1.4985613824135353,0.8278297161092452,41.834003873544525,-0.4343677550458273,0.7118158688805919
17,-1.4983958164703135,0.8361965168839541,37.86383098181023,-0.4659983383544222,0.7641679206188485
18,-1.4982285771669368,0.8437692830803163,34.48716764379922,-0.49756890329247194,0.8164957324348375
19,-1.4980598233103208,0.8506667166090762,31.578487320402136,-0.5290744062399213,0.868790843938579
20,-1.4978896899669991,0.8569824140731566,29.046354687902507,-0.5605114739749546,0.9210474768459382
21,-1.4977182934841844,0.862791685010737,26.822565385269392,-0.5918778584617137,0.9732616618002421
22,-1.4975457351471821,0.8681561980877909,24.855083320287406,-0.6231720701904291,1.025430651469595
23,-1.4973721039075645,0.8731272147518484,23.10337574673471,-0.6543931315347067,1.077552525866683
24,-1.497197478464614,0.8777478899011953,21.535278033079972,-0.6855404107871218,1.1296259267598163
25,-1.4970219288866338,0.8820549455078114,20.124846195817668,-0.7166135104346557,1.181649878797533
26,-1.4968455178975322,0.886079914746975,18.85085618394111,-0.7476121919049211,1.2336236688984115
27,-1.4966683019145828,0.8898500859837631,17.695733302727223,-0.778536324840125,1.285546764806495
28,-1.4964903318973861,0.8933892326443086,16.644772667143037,-0.8093858528708836,1.3374187599871747
29,-1.4963116540508572,0.8967181871777371,15.685560214816707,-0.8401607704932675,1.3892393362501958
30,-1.4961323104134217,0.8998552992207005,14.807534597923055,-0.8708611074207482,1.4410082383133458
31,-1.4959523393535774,0.9028168061402853,14.001649962042784,-0.9014869179712038,1.4927252564182367
32,-1.4957717759923495,0.9056171361326939,13.260112355946374,-0.9320382738480044,1.5443902143839026
33,-1.4955906525651228,0.9082691586038831,12.57617086353413,-0.9625152592111528,1.596002961339553
34,-1.495408998733402,0.9107843927765898,11.943950099426726,-0.9929179672954785,1.6475633659526816
35,-1.4952268418548467,0.9131731827964752,11.358314458883356,-1.023246498075579,1.6990713123547645
36,-1.4950442072182875,0.9154448456882519,10.814757087402871,-1.0535009566405107,1.750526697226632
37,-1.4948611182491498,0.9176077971057325,10.309308333948497,-1.0836814520509201,1.8019294276797457
38,-1.4946775966897285,0.9196696587725222,9.838459730046045,-1.1137880965253317,1.8532794196875497
39,-1.4944936627579741,0.9216373507185313,9.399100461190413,-1.14382100485192,1.9045765968997668
40,-1.4943093352878305,0.9235171708107694,8.988463975358796,-1.1737802939556856,1.9558208897261364
41,-1.4941246318536683,0.9253148636058413,8.604082879794195,-1.2036660825734258,2.0070122346117882
42,-1.4939395688809471,0.9270356801818,8.243750660166915,-1.233478491004218,2.0581505734510617
43,-1.4937541617449108,0.9286844303138333,7.905489049056635,-1.263217640913364,2.109235853102983
44,-1.493568424858848,0.9302655281236447,7.587520098332856,-1.2928836551746306,2.160268024982525
45,-1.4933823717532233,0.9317830321433114,7.288242187271754,-1.3224766577404579,2.211247044709905
46,-1.4931960151467947,0.9332406805807657,7.006209339202041,-1.351996773532854,2.2621728718049003
47,-1.4930093670106785,0.9346419224486061,6.740113330972575,-1.3814441283500247,2.3130454694172236
48,-1.4928224386261888,0.9359899451148005,6.488768169333303,-1.4108188487850546,2.3638648040858397
49,-1.492635240637166,0.9372876987486674,6.251096580602189,-1.4401210621541944,2.4146308455225327
50,-1.492447783097416,0.9385379180647878,6.026118219123466,-1.4693508964329072,2.4653435664159242
51,-1.4922600755138031,0.9397431417086125,5.812939347596524,-1.49850848019821,2.5160029422526544
52,-1.4920721268854613,0.9409057295781318,5.610743782033412,-1.5275939425764682,2.5666089511540124
53,-1.4918839457395456,0.9420278783345384,5.418784926583653,-1.5566074131956535,2.6171615737254807
54,-1.4916955401638787,0.9431116353198551,5.236378750040904,-1.5855490221416133,2.6676607929181584
55,-1.4915069178368148,0.9441589110698632,5.062897578626879,-1.6144188999178422,2.718106593900793
